,city,complaint_type,location_type
42861,BROOKLYN,PAINT/PLASTER,RESIDENTIAL BUILDING
42862,STATEN ISLAND,Noise - Commercial,Club/Bar/Restaurant
42866,BRONX,Noise - Commercial,Club/Bar/Restaurant
42867,STATEN ISLAND,Noise - Commercial,Club/Bar/Restaurant
42869,BROOKLYN,Food Establishment,Restaurant/Bar/Deli/Bakery
42870,Kew Gardens,HEAT/HOT WATER,RESIDENTIAL BUILDING
42871,BRONX,Noise - Street/Sidewalk,Street/Sidewalk
42872,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
42873,BROOKLYN,Noise - Street/Sidewalk,Street/Sidewalk
42874,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
42875,ASTORIA,Noise - Vehicle,Street/Sidewalk
42876,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
42877,ASTORIA,Noise - Commercial,Club/Bar/Restaurant
42878,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
42879,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
42880,BROOKLYN,Noise - Commercial,Store/Commercial
42881,BRONX,Public Payphone Complaint,Street and Sidewalk
42882,BROOKLYN,Blocked Driveway,Street/Sidewalk
42883,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
42884,NEW YORK,Noise - Commercial,Store/Commercial
42885,ASTORIA,Noise - Commercial,Club/Bar/Restaurant
42887,BROOKLYN,Noise - Commercial,Store/Commercial
42888,BRONX,WATER LEAK,RESIDENTIAL BUILDING
42889,BRONX,WATER LEAK,RESIDENTIAL BUILDING
42890,BRONX,WATER LEAK,RESIDENTIAL BUILDING
42891,BROOKLYN,Street Sign - Damaged,Street
42893,BRONX,Public Payphone Complaint,Street and Sidewalk
42894,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
42895,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
42896,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
42897,BROOKLYN,APPLIANCE,RESIDENTIAL BUILDING
42898,BROOKLYN,PLUMBING,RESIDENTIAL BUILDING
42899,BROOKLYN,DOOR/WINDOW,RESIDENTIAL BUILDING
42900,NEW YORK,Noise - Commercial,Store/Commercial
42905,BROOKLYN,Noise - Commercial,Store/Commercial
42906,ELMHURST,Derelict Vehicle,Street/Sidewalk
42907,BRONX,Noise - Commercial,Club/Bar/Restaurant
42908,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
42909,BROOKLYN,Noise - Commercial,Store/Commercial
42911,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
42912,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
42913,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
42914,BROOKLYN,Blocked Driveway,Street/Sidewalk
42915,BROOKLYN,Noise - Commercial,Store/Commercial
42916,BRONX,Street Condition,Street
42918,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
42919,OZONE PARK,Blocked Driveway,Street/Sidewalk
42920,BROOKLYN,ELECTRIC,RESIDENTIAL BUILDING
42921,BROOKLYN,ELECTRIC,RESIDENTIAL BUILDING
42922,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
42923,NEW YORK,Fire Safety Director - F58,Street Address
42924,STATEN ISLAND,Other Enforcement,Sidewalk
42925,BROOKLYN,Noise - Commercial,Store/Commercial
42926,MASPETH,Noise - Street/Sidewalk,Street/Sidewalk
42928,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
42929,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
42930,BROOKLYN,Noise - Street/Sidewalk,Street/Sidewalk
42931,BROOKLYN,Noise - Vehicle,Street/Sidewalk
42932,ASTORIA,Noise - Commercial,Club/Bar/Restaurant
42933,BROOKLYN,Noise - Commercial,Store/Commercial
42934,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
42935,BRONX,Noise - Street/Sidewalk,Street/Sidewalk
42936,BROOKLYN,Derelict Vehicles,Street
42937,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
42938,NEW YORK,GENERAL,RESIDENTIAL BUILDING
42939,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
42940,BROOKLYN,Illegal Parking,Street/Sidewalk
42941,QUEENS VILLAGE,Noise - Commercial,Club/Bar/Restaurant
42942,NEW YORK,Noise - Commercial,Store/Commercial
42945,BROOKLYN,Noise - Commercial,Store/Commercial
42947,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
42948,NEW YORK,Drinking,Club/Bar/Restaurant
42951,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
42952,JAMAICA,Noise - Commercial,Club/Bar/Restaurant
42953,Corona,Derelict Vehicles,Street
42954,Jamaica,HEAT/HOT WATER,RESIDENTIAL BUILDING
42955,Flushing,HEAT/HOT WATER,RESIDENTIAL BUILDING
42956,BROOKLYN,Noise - Commercial,Store/Commercial
42957,Corona,Derelict Vehicles,Street
42958,BRONX,Noise - Commercial,Club/Bar/Restaurant
42959,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
42960,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
42961,BROOKLYN,Noise - Street/Sidewalk,Street/Sidewalk
42962,BROOKLYN,Noise - Commercial,Store/Commercial
42963,BROOKLYN,Noise - Commercial,Store/Commercial
42966,BROOKLYN,Noise - Commercial,Store/Commercial
42967,BROOKLYN,Noise - Street/Sidewalk,Street/Sidewalk
42968,RIDGEWOOD,Noise - Commercial,Club/Bar/Restaurant
42969,BROOKLYN,Blocked Driveway,Street/Sidewalk
42970,BROOKLYN,Noise - Commercial,Store/Commercial
42973,WHITESTONE,Illegal Parking,Street/Sidewalk
42977,BRONX,Noise - Commercial,Club/Bar/Restaurant
42978,BRONX,Blocked Driveway,Street/Sidewalk
42979,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
42980,BROOKLYN,Noise - Commercial,Store/Commercial
42981,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
42982,NEW YORK,Blocked Driveway,Street/Sidewalk
42983,BRONX,Noise - Commercial,Club/Bar/Restaurant
42984,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
42985,NEW YORK,Noise - Commercial,Store/Commercial
42986,BROOKLYN,Derelict Vehicle,Street/Sidewalk
42987,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
42988,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
42991,BROOKLYN,Noise - Commercial,Store/Commercial
42993,BRONX,Blocked Driveway,Street/Sidewalk
42994,BROOKLYN,Noise - Commercial,Store/Commercial
42995,JAMAICA,Noise - Commercial,Club/Bar/Restaurant
42996,CORONA,Illegal Parking,Street/Sidewalk
42998,BROOKLYN,Blocked Driveway,Street/Sidewalk
42999,Long Island City,HEAT/HOT WATER,RESIDENTIAL BUILDING
43000,BROOKLYN,Noise - Commercial,Store/Commercial
43001,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43004,FAR ROCKAWAY,Noise - Street/Sidewalk,Street/Sidewalk
43005,BROOKLYN,Noise - Street/Sidewalk,Street/Sidewalk
43006,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43007,BROOKLYN,Noise - Commercial,Store/Commercial
43010,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43011,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43012,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43013,BROOKLYN,Noise - Street/Sidewalk,Street/Sidewalk
43014,BROOKLYN,Noise - Commercial,Store/Commercial
43015,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43016,BRONX,Noise - Street/Sidewalk,Street/Sidewalk
43017,SUNNYSIDE,Noise - Commercial,Club/Bar/Restaurant
43018,WOODSIDE,Noise - Street/Sidewalk,Street/Sidewalk
43019,BROOKLYN,Blocked Driveway,Street/Sidewalk
43020,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43021,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43022,NEW YORK,Noise - Commercial,Store/Commercial
43023,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43024,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43025,NEW YORK,Food Establishment,Restaurant/Bar/Deli/Bakery
43027,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43028,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43029,BRONX,Blocked Driveway,Street/Sidewalk
43031,BROOKLYN,Noise - Commercial,Store/Commercial
43032,BRONX,UNSANITARY CONDITION,RESIDENTIAL BUILDING
43033,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43034,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43035,BROOKLYN,Noise - Commercial,Store/Commercial
43036,Oakland Gardens,Sanitation Condition,Sidewalk
43037,KEW GARDENS,Blocked Driveway,Street/Sidewalk
43038,NEW YORK,Noise - Commercial,Store/Commercial
43039,BRONX,Noise - Street/Sidewalk,Street/Sidewalk
43040,BROOKLYN,UNSANITARY CONDITION,RESIDENTIAL BUILDING
43041,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43042,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43043,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43044,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
43046,NEW YORK,Noise - Commercial,Store/Commercial
43047,Astoria,HEAT/HOT WATER,RESIDENTIAL BUILDING
43048,BRONX,Blocked Driveway,Street/Sidewalk
43049,BRONX,Noise - Street/Sidewalk,Street/Sidewalk
43051,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43053,BROOKLYN,Animal Abuse,Residential Building/House
43054,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43055,BROOKLYN,Noise - Commercial,Store/Commercial
43056,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43057,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
43058,BRONX,ELECTRIC,RESIDENTIAL BUILDING
43059,BRONX,FLOORING/STAIRS,RESIDENTIAL BUILDING
43060,BRONX,FLOORING/STAIRS,RESIDENTIAL BUILDING
43061,BRONX,ELECTRIC,RESIDENTIAL BUILDING
43062,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43063,BRONX,ELECTRIC,RESIDENTIAL BUILDING
43066,JACKSON HEIGHTS,Noise - Commercial,Club/Bar/Restaurant
43067,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43068,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43069,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43071,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43072,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43075,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43076,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43077,BROOKLYN,Noise - Street/Sidewalk,Street/Sidewalk
43078,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
43079,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
43080,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43081,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43082,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43083,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43084,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43085,NEW YORK,Illegal Parking,Street/Sidewalk
43086,NEW YORK,Noise - Commercial,Store/Commercial
43087,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43088,BROOKLYN,Blocked Driveway,Street/Sidewalk
43089,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
43090,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43091,BRONX,Noise - Street/Sidewalk,Street/Sidewalk
43092,Ozone Park,HEAT/HOT WATER,RESIDENTIAL BUILDING
43093,NEW YORK,Noise - Commercial,Store/Commercial
43096,WOODHAVEN,Illegal Parking,Street/Sidewalk
43097,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43098,BRONX,Illegal Parking,Street/Sidewalk
43100,WOODSIDE,Noise - Park,Park/Playground
43101,BRONX,Noise - Street/Sidewalk,Street/Sidewalk
43103,BROOKLYN,Noise - Commercial,Store/Commercial
43108,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43109,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43112,BROOKLYN,Blocked Driveway,Street/Sidewalk
43113,STATEN ISLAND,Illegal Parking,Street/Sidewalk
43114,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43116,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43117,BROOKLYN,Noise - Commercial,Store/Commercial
43118,NEW YORK,Illegal Parking,Street/Sidewalk
43119,BROOKLYN,Blocked Driveway,Street/Sidewalk
43122,BROOKLYN,Noise - Vehicle,Street/Sidewalk
43125,ASTORIA,Illegal Parking,Street/Sidewalk
43127,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43128,JAMAICA,Noise - Street/Sidewalk,Street/Sidewalk
43129,NEW YORK,Illegal Parking,Street/Sidewalk
43130,BROOKLYN,Animal Abuse,Residential Building/House
43132,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43133,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43134,NEW YORK,Noise - Commercial,Store/Commercial
43135,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43136,BRONX,Blocked Driveway,Street/Sidewalk
43137,BROOKLYN,Noise - Commercial,Store/Commercial
43138,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43139,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43143,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43144,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43145,FLUSHING,Food Establishment,Restaurant/Bar/Deli/Bakery
43146,NEW YORK,Noise - Vehicle,Street/Sidewalk
43147,QUEENS VILLAGE,Noise - Commercial,Club/Bar/Restaurant
43148,RIDGEWOOD,Illegal Parking,Street/Sidewalk
43150,Rego Park,HEAT/HOT WATER,RESIDENTIAL BUILDING
43152,BROOKLYN,Blocked Driveway,Street/Sidewalk
43153,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43155,NEW YORK,Noise - Commercial,Store/Commercial
43156,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43157,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43158,RIDGEWOOD,Blocked Driveway,Street/Sidewalk
43160,NEW YORK,UNSANITARY CONDITION,RESIDENTIAL BUILDING
43161,NEW YORK,UNSANITARY CONDITION,RESIDENTIAL BUILDING
43162,NEW YORK,UNSANITARY CONDITION,RESIDENTIAL BUILDING
43163,NEW YORK,UNSANITARY CONDITION,RESIDENTIAL BUILDING
43164,NEW YORK,UNSANITARY CONDITION,RESIDENTIAL BUILDING
43166,BRONX,Blocked Driveway,Street/Sidewalk
43167,BROOKLYN,Noise - Commercial,Store/Commercial
43169,QUEENS VILLAGE,Noise - Commercial,Club/Bar/Restaurant
43170,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43172,BROOKLYN,Blocked Driveway,Street/Sidewalk
43173,BROOKLYN,Blocked Driveway,Street/Sidewalk
43175,BRONX,WATER LEAK,RESIDENTIAL BUILDING
43176,BRONX,Noise - Commercial,Store/Commercial
43177,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43178,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43180,BRONX,Illegal Parking,Street/Sidewalk
43181,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43182,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43183,Flushing,HEAT/HOT WATER,RESIDENTIAL BUILDING
43184,EAST ELMHURST,Noise - Street/Sidewalk,Street/Sidewalk
43187,NEW YORK,UNSANITARY CONDITION,RESIDENTIAL BUILDING
43188,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43189,SOUTH RICHMOND HILL,Blocked Driveway,Street/Sidewalk
43190,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
43191,Ridgewood,HEAT/HOT WATER,RESIDENTIAL BUILDING
43192,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43194,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43195,REGO PARK,Noise - Street/Sidewalk,Street/Sidewalk
43196,BROOKLYN,Blocked Driveway,Street/Sidewalk
43197,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43198,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43199,BRONX,Illegal Parking,Street/Sidewalk
43201,JAMAICA,Illegal Parking,Street/Sidewalk
43202,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43203,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43204,BROOKLYN,Illegal Parking,Street/Sidewalk
43206,NEW YORK,Noise - Commercial,Store/Commercial
43207,BRONX,Noise - Street/Sidewalk,Street/Sidewalk
43208,NEW YORK,Noise - Commercial,Store/Commercial
43209,BROOKLYN,Noise - Commercial,Store/Commercial
43210,BRONX,Noise - Street/Sidewalk,Street/Sidewalk
43211,MASPETH,Noise - Street/Sidewalk,Street/Sidewalk
43212,NEW YORK,Noise - Commercial,Store/Commercial
43213,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43214,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
43215,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43218,NEW YORK,UNSANITARY CONDITION,RESIDENTIAL BUILDING
43219,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43221,BROOKLYN,Noise - Commercial,Store/Commercial
43222,RIDGEWOOD,Noise - Commercial,Club/Bar/Restaurant
43223,NEW YORK,Noise - Commercial,Store/Commercial
43224,STATEN ISLAND,Illegal Parking,Street/Sidewalk
43225,BROOKLYN,Rodent,3+ Family Mixed Use Building
43226,BROOKLYN,Rodent,1-2 Family Dwelling
43227,Jamaica,Rodent,3+ Family Apt. Building
43228,NEW YORK,Rodent,3+ Family Apt. Building
43229,BROOKLYN,Rodent,Other (Explain Below)
43230,BRONX,Unsanitary Animal Pvt Property,3+ Family Apartment Building
43231,BROOKLYN,Rodent,1-2 Family Dwelling
43232,BROOKLYN,Rodent,Other (Explain Below)
43233,Astoria,Rodent,Other (Explain Below)
43234,NEW YORK,Rodent,3+ Family Mixed Use Building
43235,NEW YORK,Rodent,3+ Family Apt. Building
43236,Ozone Park,Rodent,1-2 Family Dwelling
43237,NEW YORK,Rodent,3+ Family Apt. Building
43238,BROOKLYN,Rodent,3+ Family Apt. Building
43239,NEW YORK,Rodent,3+ Family Apt. Building
43240,NEW YORK,Rodent,3+ Family Apt. Building
43241,BRONX,Rodent,3+ Family Apt. Building
43242,BROOKLYN,Rodent,Construction Site
43243,BRONX,Rodent,3+ Family Apt. Building
43244,BRONX,Rodent,Other (Explain Below)
43245,NEW YORK,Rodent,Other (Explain Below)
43246,BROOKLYN,Rodent,3+ Family Apt. Building
43247,BROOKLYN,Rodent,1-2 Family Dwelling
43248,BRONX,Rodent,3+ Family Apt. Building
43249,BRONX,Rodent,Other (Explain Below)
43250,BROOKLYN,Unsanitary Animal Pvt Property,1-2 Family Dwelling
43251,NEW YORK,Rodent,3+ Family Apt. Building
43252,Woodhaven,Unsanitary Animal Pvt Property,1-2 Family Dwelling
43253,NEW YORK,Rodent,Public Garden
43254,NEW YORK,Rodent,3+ Family Apt. Building
43256,BROOKLYN,Rodent,1-2 Family Dwelling
43257,NEW YORK,Food Poisoning,Restaurant/Bar/Deli/Bakery
43258,BROOKLYN,Rodent,3+ Family Apt. Building
43259,BROOKLYN,Rodent,1-2 Family Dwelling
43260,Bayside,Rodent,Commercial Building
43261,NEW YORK,Rodent,3+ Family Mixed Use Building
43262,BROOKLYN,Rodent,3+ Family Apt. Building
43263,Bellerose,Rodent,1-2 Family Dwelling
43264,Ridgewood,Rodent,3+ Family Mixed Use Building
43265,Jackson Heights,Rodent,1-2 Family Mixed Use Building
43266,Bayside,Rodent,3+ Family Apt. Building
43267,BRONX,Rodent,3+ Family Apt. Building
43268,BRONX,Rodent,Catch Basin/Sewer
43269,NEW YORK,Rodent,Construction Site
43270,BROOKLYN,Rodent,3+ Family Mixed Use Building
43271,NEW YORK,Rodent,3+ Family Apt. Building
43272,NEW YORK,Rodent,Other (Explain Below)
43273,Springfield Gardens,Rodent,1-2 Family Dwelling
43274,BROOKLYN,Rodent,3+ Family Apt. Building
43275,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43276,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43278,BROOKLYN,For Hire Vehicle Complaint,Street
43279,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43280,ASTORIA,Noise - Commercial,Club/Bar/Restaurant
43282,BROOKLYN,Noise - Commercial,Store/Commercial
43283,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43284,REGO PARK,Illegal Parking,Street/Sidewalk
43286,BROOKLYN,Noise - Vehicle,Street/Sidewalk
43287,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43288,MASPETH,Noise - Street/Sidewalk,Street/Sidewalk
43290,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43291,BROOKLYN,Derelict Vehicle,Street/Sidewalk
43292,STATEN ISLAND,Missed Collection (All Materials),Sidewalk
43293,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43294,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43295,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43296,HOWARD BEACH,Illegal Parking,Street/Sidewalk
43299,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43300,STATEN ISLAND,Noise - Commercial,Store/Commercial
43302,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43304,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43307,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43308,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43309,NEW YORK,GENERAL,RESIDENTIAL BUILDING
43310,NEW YORK,Taxi Report,Street
43311,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43313,BROOKLYN,Illegal Parking,Street/Sidewalk
43314,ASTORIA,Noise - Commercial,Club/Bar/Restaurant
43315,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43317,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43318,BRONX,WATER LEAK,RESIDENTIAL BUILDING
43319,BRONX,PLUMBING,RESIDENTIAL BUILDING
43320,BRONX,WATER LEAK,RESIDENTIAL BUILDING
43322,MASPETH,Blocked Driveway,Street/Sidewalk
43323,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43324,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43326,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43327,Far Rockaway,HEAT/HOT WATER,RESIDENTIAL BUILDING
43328,Astoria,HEAT/HOT WATER,RESIDENTIAL BUILDING
43329,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43330,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43331,BRONX,APPLIANCE,RESIDENTIAL BUILDING
43332,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43334,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43335,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43336,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43337,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43338,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43339,RIDGEWOOD,Blocked Driveway,Street/Sidewalk
43340,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43341,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43342,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43343,BROOKLYN,UNSANITARY CONDITION,RESIDENTIAL BUILDING
43344,BROOKLYN,PLUMBING,RESIDENTIAL BUILDING
43345,BROOKLYN,PAINT/PLASTER,RESIDENTIAL BUILDING
43346,BROOKLYN,PAINT/PLASTER,RESIDENTIAL BUILDING
43347,BROOKLYN,PAINT/PLASTER,RESIDENTIAL BUILDING
43348,BROOKLYN,FLOORING/STAIRS,RESIDENTIAL BUILDING
43349,BROOKLYN,PAINT/PLASTER,RESIDENTIAL BUILDING
43350,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43351,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43352,BRONX,HEAT/HOT WATER,RESIDENTIAL BUILDING
43353,Far Rockaway,HEAT/HOT WATER,RESIDENTIAL BUILDING
43354,BRONX,PLUMBING,RESIDENTIAL BUILDING
43355,BROOKLYN,HEAT/HOT WATER,RESIDENTIAL BUILDING
43356,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43357,Maspeth,UNSANITARY CONDITION,RESIDENTIAL BUILDING
43358,Maspeth,HEAT/HOT WATER,RESIDENTIAL BUILDING
43359,NEW YORK,HEAT/HOT WATER,RESIDENTIAL BUILDING
43361,BROOKLYN,Illegal Parking,Street/Sidewalk
43362,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43363,BROOKLYN,Missed Collection (All Materials),Sidewalk
43364,BROOKLYN,Illegal Parking,Street/Sidewalk
43368,EAST ELMHURST,Illegal Parking,Street/Sidewalk
43370,BROOKLYN,Blocked Driveway,Street/Sidewalk
43371,JAMAICA,Noise - Commercial,Club/Bar/Restaurant
43372,STATEN ISLAND,Illegal Parking,Street/Sidewalk
43373,BROOKLYN,Noise - Commercial,Store/Commercial
43374,NEW YORK,Illegal Parking,Street/Sidewalk
43375,BROOKLYN,Illegal Parking,Street/Sidewalk
43376,BROOKLYN,Illegal Parking,Street/Sidewalk
43377,BROOKLYN,Animal Abuse,Street/Sidewalk
43378,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
43379,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
43380,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43381,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43382,BRONX,Noise - Commercial,Store/Commercial
43383,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
43384,STATEN ISLAND,Illegal Parking,Street/Sidewalk
43385,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43387,NEW YORK,Noise - Street/Sidewalk,Street/Sidewalk
43388,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43389,FRESH MEADOWS,Noise - Street/Sidewalk,Street/Sidewalk
43390,BROOKLYN,Illegal Parking,Street/Sidewalk
43392,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43394,STATEN ISLAND,Illegal Parking,Street/Sidewalk
43395,FOREST HILLS,SCRIE,Senior Address
43396,NEW YORK,Noise - Commercial,Club/Bar/Restaurant
43397,NEW YORK,Noise - Vehicle,Street/Sidewalk
43398,BROOKLYN,Illegal Parking,Street/Sidewalk
43400,NEW YORK,Dirty Conditions,Sidewalk
43401,BROOKLYN,Noise - Commercial,Store/Commercial
43402,BROOKLYN,Noise - Commercial,Club/Bar/Restaurant
43403,NEW YORK,Noise - Commercial,Store/Commercial
43404,BROOKLYN,Illegal Parking,Street/Sidewalk
